0.41184E-02 0.41720E-05 0.00000E+01 2387680 0 0 138458 0.33619E+08 0.00000E+01 0.41184E-02 0.00000E+01 0.00000E+01 0
1 0.0043229 0.00044379 5.2286 0.37222 0.0043229
2 0.0039391 0.00010518 1.9232 0.085109 0.0039391
3 0.0040636 4.2957e-05 1.0768 0.041705 0.0040636
4 0.0040718 0.00040764 5.0989 0.34868 0.0040718
5 0.004085 0.00011156 1.9671 0.089501 0.004085
6 0.0041834 4.4174e-05 1.0756 0.042646 0.0041834
7 0.0041808 0.00041278 5.0285 0.29203 0.0041808
8 0.0041153 0.00010991 1.9236 0.10717 0.0041153
9 0.0041107 4.2735e-05 1.059 0.035147 0.0041107
10 0.0041416 0.00042293 5.2011 0.31847 0.0041416
11 0.0040902 0.00011281 1.9866 0.094828 0.0040902
12 0.0041695 4.3521e-05 1.0632 0.04069 0.0041695
13 0.0050104 0.00049101 4.9912 0.333 0.0050104
14 0.0042126 0.00011907 2.0358 0.10996 0.0042126
15 0.004106 4.2911e-05 1.0645 0.041729 0.004106
16 0.0035039 0.00031513 4.5806 0.2737 0.0035039
17 0.0041616 0.00011086 1.9188 0.082564 0.0041616
18 0.0040654 4.1681e-05 1.0444 0.034756 0.0040654
19 0.0043261 0.00044702 5.2628 0.33236 0.0043261
20 0.0042127 0.00011481 1.963 0.1089 0.0042127
21 0.0041773 4.3415e-05 1.0587 0.034869 0.0041773
22 0.0043888 0.00042902 4.9787 0.32351 0.0043888
23 0.0041208 0.00010547 1.8436 0.1001 0.0041208
24 0.004115 4.2914e-05 1.0623 0.032887 0.004115
25 0.0039534 0.00038579 4.9701 0.30991 0.0039534
26 0.0042845 0.00011718 1.9699 0.1288 0.0042845
27 0.0040714 4.2284e-05 1.0579 0.040622 0.0040714
28 0.0040635 0.00039863 4.9964 0.33922 0.0040635
29 0.004122 0.00011278 1.9707 0.099601 0.004122
30 0.0041463 4.1932e-05 1.0301 0.035379 0.0041463
31 0.003982 0.00039473 5.0488 0.31106 0.003982
32 0.0040871 0.00011141 1.9635 0.099932 0.0040871
33 0.0041183 4.2015e-05 1.0392 0.040796 0.0041183
34 0.0041433 0.00041858 5.1453 0.31359 0.0041433
35 0.0040348 0.00010876 1.9415 0.1006 0.0040348
36 0.0040913 4.1787e-05 1.0404 0.034415 0.0040913
37 0.0042174 0.00041549 5.0176 0.31403 0.0042174
38 0.004182 0.00011645 2.0057 0.11577 0.004182
39 0.0040207 4.1212e-05 1.0441 0.032392 0.0040207
40 0.0037784 0.00038111 5.1372 0.36451 0.0037784
41 0.0041045 0.00011229 1.9705 0.08622 0.0041045
42 0.0040817 4.2532e-05 1.0614 0.038257 0.0040817
43 0.0037304 0.00037049 5.0583 0.35695 0.0037304
44 0.0040853 0.00010864 1.9155 0.090326 0.0040853
45 0.0040421 4.169e-05 1.0506 0.034186 0.0040421
46 0.0040371 0.00039672 5.0049 0.34099 0.0040371
47 0.0041022 0.00010939 1.9207 0.093148 0.0041022
48 0.004168 4.3094e-05 1.0532 0.036587 0.004168
49 0.004754 0.00048734 5.221 0.34668 0.004754
50 0.0039021 0.0001013 1.8698 0.09595 0.0039021
51 0.0041766 4.3494e-05 1.0608 0.039187 0.0041766
52 0.0035445 0.00035414 5.0886 0.34193 0.0035445
53 0.0040573 0.00010985 1.9501 0.087213 0.0040573
54 0.0041116 4.3067e-05 1.067 0.039996 0.0041116
55 0.0038137 0.00038597 5.1547 0.31784 0.0038137
56 0.0041145 0.00011372 1.9909 0.088564 0.0041145
57 0.0041338 4.2793e-05 1.0545 0.035743 0.0041338
58 0.0038687 0.00040034 5.2705 0.37977 0.0038687
59 0.0042017 0.00011705 2.0065 0.10646 0.0042017
60 0.0041483 4.3371e-05 1.065 0.039709 0.0041483
61 0.0044673 0.00042132 4.8034 0.3119 0.0044673
62 0.0041433 0.00011328 1.9693 0.086138 0.0041433
63 0.004151 4.406e-05 1.0812 0.043212 0.004151
64 0.0038708 0.00035911 4.7252 0.28185 0.0038708
65 0.0040211 0.00010627 1.9036 0.094479 0.0040211
66 0.0040742 4.2005e-05 1.0502 0.045039 0.0040742
67 0.003891 0.00036805 4.8176 0.30485 0.003891
68 0.0042846 0.00012202 2.0513 0.16529 0.0042846
69 0.0040866 4.3102e-05 1.0744 0.043841 0.0040866
70 0.0044927 0.00046577 5.2802 0.3344 0.0044927
71 0.0038524 0.00010283 1.9227 0.10314 0.0038524
72 0.0041522 4.2636e-05 1.046 0.037826 0.0041522
73 0.0039299 0.00038375 4.9733 0.32141 0.0039299
74 0.0041246 0.00011183 1.9528 0.11951 0.0041246
75 0.0041685 4.3322e-05 1.0586 0.038399 0.0041685
76 0.0038766 0.0003695 4.8546 0.31133 0.0038766
77 0.0039148 0.00010404 1.9143 0.090829 0.0039148
78 0.0041498 4.3433e-05 1.0661 0.03615 0.0041498
79 0.0038558 0.00038048 5.0257 0.33272 0.0038558
80 0.0040263 0.00010712 1.9164 0.074946 0.0040263
81 0.0041263 4.4238e-05 1.0921 0.038068 0.0041263
82 0.0034119 0.0003149 4.7007 0.33368 0.0034119
83 0.0039751 0.00010319 1.8698 0.086186 0.0039751
84 0.0042313 4.5404e-05 1.0931 0.049148 0.0042313
85 0.0041382 0.00041068 5.0545 0.34609 0.0041382
86 0.0039552 0.00010658 1.9408 0.094581 0.0039552
87 0.0040559 4.3027e-05 1.0806 0.045645 0.0040559
88 0.0040744 0.00038294 4.7869 0.32419 0.0040744
89 0.0042526 0.0001162 1.9681 0.10306 0.0042526
90 0.0041227 4.3532e-05 1.0756 0.04497 0.0041227
91 0.0051682 0.00051309 5.0564 0.36464 0.0051682
92 0.0040826 0.00011362 2.0046 0.11489 0.0040826
93 0.0041032 4.3777e-05 1.0868 0.035351 0.0041032
94 0.0039093 0.00040309 5.2516 0.33393 0.0039093
95 0.0040572 0.00010499 1.8639 0.072692 0.0040572
96 0.0040453 4.1997e-05 1.0575 0.034499 0.0040453
97 0.0035108 0.00033932 4.9225 0.30194 0.0035108
98 0.0040591 0.00010753 1.9081 0.078038 0.0040591
